,horizon,date_origin,date_target,target,stl_lag_1,stl_lag_2,stl_lag_3,stl_lag_4,stl_lag_5,stl_lag_6,stl_lag_7,stl_lag_8,stl_lag_9,stl_lag_10,stl_lag_11,stl_lag_12,stl_lag_13,arima_lag_1,arima_lag_2,arima_lag_3,arima_lag_4,arima_lag_5,arima_lag_6,arima_lag_7,arima_lag_8,arima_lag_9,arima_lag_10,arima_lag_11,arima_lag_12,arima_lag_13
3,4,2012-01-07,2012-01-11,55.95833333333334,70.67697629286451,71.97077261192356,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336,14.791666666666664,63.41666666666666,72.25,163.66666666666666,136.625,61.75,99.03807178001986,134.34525376104213,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336,14.791666666666664,63.41666666666666,72.25,163.66666666666666,136.625,61.75
4,5,2012-01-07,2012-01-12,153.66666666666666,37.782979790717974,70.67697629286451,71.97077261192356,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336,14.791666666666664,63.41666666666666,72.25,163.66666666666666,136.625,86.95921310968752,99.03807178001986,134.34525376104213,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336,14.791666666666664,63.41666666666666,72.25,163.66666666666666,136.625
5,6,2012-01-07,2012-01-13,60.75,59.37491850214433,37.782979790717974,70.67697629286451,71.97077261192356,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336,14.791666666666664,63.41666666666666,72.25,163.66666666666666,81.78290340313902,86.95921310968752,99.03807178001986,134.34525376104213,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336,14.791666666666664,63.41666666666666,72.25,163.66666666666666
6,7,2012-01-07,2012-01-14,67.98333333333333,97.86270763399513,59.37491850214433,37.782979790717974,70.67697629286451,71.97077261192356,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336,14.791666666666664,63.41666666666666,72.25,78.53793842649966,81.78290340313902,86.95921310968752,99.03807178001986,134.34525376104213,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336,14.791666666666664,63.41666666666666,72.25
0,1,2012-01-14,2012-01-15,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336,14.791666666666664,63.41666666666666,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336,14.791666666666664,63.41666666666666
1,2,2012-01-14,2012-01-16,184.75333333333336,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336,14.791666666666664,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336,14.791666666666664
2,3,2012-01-14,2012-01-17,285.7716666666667,127.70574927010873,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336,97.36611321086757,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334,118.0,113.5,117.20833333333331,33.833333333333336
3,4,2012-01-14,2012-01-18,402.33333333333326,138.73390986241427,127.70574927010873,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334,118.0,113.5,117.20833333333331,79.07638869894959,97.36611321086757,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334,118.0,113.5,117.20833333333331
4,5,2012-01-14,2012-01-19,428.54166666666674,158.8672501473257,138.73390986241427,127.70574927010873,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334,118.0,113.5,71.10440318093042,79.07638869894959,97.36611321086757,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334,118.0,113.5
5,6,2012-01-14,2012-01-20,39.41666666666666,197.7297295904316,158.8672501473257,138.73390986241427,127.70574927010873,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334,118.0,66.47663807099923,71.10440318093042,79.07638869894959,97.36611321086757,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334,118.0
6,7,2012-01-14,2012-01-21,15.625,74.11305612110692,197.7297295904316,158.8672501473257,138.73390986241427,127.70574927010873,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334,63.030175115131236,66.47663807099923,71.10440318093042,79.07638869894959,97.36611321086757,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,170.45833333333334
0,1,2012-01-21,2012-01-22,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,176.75
1,2,2012-01-21,2012-01-23,193.79166666666663,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,231.79166666666663
2,3,2012-01-21,2012-01-24,19.45833333333333,34.555616258059246,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334,64.31337571742253,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332,67.98333333333333,60.75,153.66666666666666,55.95833333333334
3,4,2012-01-21,2012-01-25,67.45833333333333,61.02326293188763,34.555616258059246,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332,67.98333333333333,60.75,153.66666666666666,66.47068021799979,64.31337571742253,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332,67.98333333333333,60.75,153.66666666666666
4,5,2012-01-21,2012-01-26,107.125,64.10592643233745,61.02326293188763,34.555616258059246,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332,67.98333333333333,60.75,65.94524716340761,66.47068021799979,64.31337571742253,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332,67.98333333333333,60.75
5,6,2012-01-21,2012-01-27,72.0,125.6946878719779,64.10592643233745,61.02326293188763,34.555616258059246,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332,67.98333333333333,64.80702070789717,65.94524716340761,66.47068021799979,64.31337571742253,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332,67.98333333333333
6,7,2012-01-21,2012-01-28,90.75,85.38150328319949,125.6946878719779,64.10592643233745,61.02326293188763,34.555616258059246,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332,63.798642602892315,64.80702070789717,65.94524716340761,66.47068021799979,64.31337571742253,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,114.03333333333332
0,1,2012-01-28,2012-01-29,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,184.75333333333336
1,2,2012-01-28,2012-01-30,119.625,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,285.7716666666667
2,3,2012-01-28,2012-01-31,71.5,45.39071612914398,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326,45.8572382349797,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666,15.625,39.41666666666666,428.54166666666674,402.33333333333326
3,4,2012-01-28,2012-02-01,18.916666666666668,45.990349125644585,45.39071612914398,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666,15.625,39.41666666666666,428.54166666666674,59.76757713875113,45.8572382349797,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666,15.625,39.41666666666666,428.54166666666674
4,5,2012-01-28,2012-02-02,29.875,63.1952323584755,45.990349125644585,45.39071612914398,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666,15.625,39.41666666666666,65.59622298765076,59.76757713875113,45.8572382349797,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666,15.625,39.41666666666666
5,6,2012-01-28,2012-02-03,68.95833333333333,71.73341287092056,63.1952323584755,45.990349125644585,45.39071612914398,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666,15.625,69.15974886206304,65.59622298765076,59.76757713875113,45.8572382349797,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666,15.625
6,7,2012-01-28,2012-02-04,39.583333333333336,106.9591114102252,71.73341287092056,63.1952323584755,45.990349125644585,45.39071612914398,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666,72.378682151923,69.15974886206304,65.59622298765076,59.76757713875113,45.8572382349797,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,56.54166666666666
0,1,2012-02-04,2012-02-05,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,193.79166666666663
1,2,2012-02-04,2012-02-06,76.0,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666,90.75,72.0,107.125,67.45833333333333,19.45833333333333
2,3,2012-02-04,2012-02-07,11.708333333333336,69.68372144227425,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666,90.75,72.0,107.125,67.45833333333333,127.15385503716871,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666,90.75,72.0,107.125,67.45833333333333
3,4,2012-02-04,2012-02-08,15.125,137.1718681384168,69.68372144227425,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666,90.75,72.0,107.125,104.24113535146346,127.15385503716871,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666,90.75,72.0,107.125
4,5,2012-02-04,2012-02-09,47.04166666666666,144.16112519735887,137.1718681384168,69.68372144227425,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666,90.75,72.0,100.09980872861597,104.24113535146346,127.15385503716871,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666,90.75,72.0
5,6,2012-02-04,2012-02-10,28.54166666666667,143.21283771985082,144.16112519735887,137.1718681384168,69.68372144227425,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666,90.75,102.33556199219944,100.09980872861597,104.24113535146346,127.15385503716871,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666,90.75
6,7,2012-02-04,2012-02-11,92.0,47.28540584390119,143.21283771985082,144.16112519735887,137.1718681384168,69.68372144227425,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666,106.75076165741226,102.33556199219944,100.09980872861597,104.24113535146346,127.15385503716871,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,43.29166666666666
0,1,2012-02-11,2012-02-12,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,119.625
1,2,2012-02-11,2012-02-13,212.125,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,71.5
2,3,2012-02-11,2012-02-14,100.45833333333331,80.9078688522069,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668,111.81574910920736,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666,39.583333333333336,68.95833333333333,29.875,18.916666666666668
3,4,2012-02-11,2012-02-15,108.875,78.87424624225578,80.9078688522069,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666,39.583333333333336,68.95833333333333,29.875,119.28617374539886,111.81574910920736,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666,39.583333333333336,68.95833333333333,29.875
4,5,2012-02-11,2012-02-16,13.708333333333336,123.86258646481188,78.87424624225578,80.9078688522069,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666,39.583333333333336,68.95833333333333,125.08800958616749,119.28617374539886,111.81574910920736,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666,39.583333333333336,68.95833333333333
5,6,2012-02-11,2012-02-17,14.041666666666664,182.44462197403078,123.86258646481188,78.87424624225578,80.9078688522069,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666,39.583333333333336,129.97848556673028,125.08800958616749,119.28617374539886,111.81574910920736,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666,39.583333333333336
6,7,2012-02-11,2012-02-18,36.375,138.4225181732516,182.44462197403078,123.86258646481188,78.87424624225578,80.9078688522069,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666,134.16659413671897,129.97848556673028,125.08800958616749,119.28617374539886,111.81574910920736,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,133.54166666666666
0,1,2012-02-18,2012-02-19,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,76.0
1,2,2012-02-18,2012-02-20,146.25,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,11.708333333333336
2,3,2012-02-18,2012-02-21,119.33333333333331,268.3311038340777,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125,105.54722267151135,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331,92.0,28.54166666666667,47.04166666666666,15.125
3,4,2012-02-18,2012-02-22,162.58333333333334,305.2084125794239,268.3311038340777,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331,92.0,28.54166666666667,47.04166666666666,124.62452909397506,105.54722267151135,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331,92.0,28.54166666666667,47.04166666666666
4,5,2012-02-18,2012-02-23,26.29166666666667,242.73267582770308,305.2084125794239,268.3311038340777,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331,92.0,28.54166666666667,131.44520669901493,124.62452909397506,105.54722267151135,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331,92.0,28.54166666666667
5,6,2012-02-18,2012-02-24,92.91666666666669,294.1527161873509,242.73267582770308,305.2084125794239,268.3311038340777,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331,92.0,133.56851362297743,131.44520669901493,124.62452909397506,105.54722267151135,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331,92.0
6,7,2012-02-18,2012-02-25,24.79166666666667,198.67695132464783,294.1527161873509,242.73267582770308,305.2084125794239,268.3311038340777,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331,133.60387915934763,133.56851362297743,131.44520669901493,124.62452909397506,105.54722267151135,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,106.33333333333331
0,1,2012-02-25,2012-02-26,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,212.125
1,2,2012-02-25,2012-02-27,195.29166666666663,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,100.45833333333331
2,3,2012-02-25,2012-02-28,204.75,65.42970930363234,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875,98.64730478788435,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333,36.375,14.041666666666664,13.708333333333336,108.875
3,4,2012-02-25,2012-02-29,222.58333333333331,48.322823093600746,65.42970930363234,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333,36.375,14.041666666666664,13.708333333333336,113.92358659410793,98.64730478788435,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333,36.375,14.041666666666664,13.708333333333336
4,5,2012-02-25,2012-03-01,250.95833333333331,39.467048835512394,48.322823093600746,65.42970930363234,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333,36.375,14.041666666666664,115.64834797031008,113.92358659410793,98.64730478788435,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333,36.375,14.041666666666664
5,6,2012-02-25,2012-03-02,121.375,56.09038907753468,39.467048835512394,48.322823093600746,65.42970930363234,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333,36.375,112.03569623062043,115.64834797031008,113.92358659410793,98.64730478788435,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333,36.375
6,7,2012-02-25,2012-03-03,93.125,85.38042206950163,56.09038907753468,39.467048835512394,48.322823093600746,65.42970930363234,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333,107.09814666130266,112.03569623062043,115.64834797031008,113.92358659410793,98.64730478788435,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,68.20833333333333
0,1,2012-03-03,2012-03-04,131.75,93.125,121.375,250.95833333333331,222.58333333333331,204.75,195.29166666666663,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25,93.125,121.375,250.95833333333331,222.58333333333331,204.75,195.29166666666663,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,146.25
1,2,2012-03-03,2012-03-05,165.41666666666666,131.75,93.125,121.375,250.95833333333331,222.58333333333331,204.75,195.29166666666663,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331,131.75,93.125,121.375,250.95833333333331,222.58333333333331,204.75,195.29166666666663,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,119.33333333333331
2,3,2012-03-03,2012-03-06,22.04166666666667,37.152427599326,131.75,93.125,121.375,250.95833333333331,222.58333333333331,204.75,195.29166666666663,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334,121.096118790906,131.75,93.125,121.375,250.95833333333331,222.58333333333331,204.75,195.29166666666663,62.125,24.79166666666667,92.91666666666669,26.29166666666667,162.58333333333334
3,4,2012-03-03,2012-03-07,18.604166666666668,58.16848012086871,37.152427599326,131.75,93.125,121.375,250.95833333333331,222.58333333333331,204.75,195.29166666666663,62.125,24.79166666666667,92.91666666666669,26.29166666666667,105.36906558224166,121.096118790906,131.75,93.125,121.375,250.95833333333331,222.58333333333331,204.75,195.29166666666663,62.125,24.79166666666667,92.91666666666669,26.29166666666667
4,5,2012-03-03,2012-03-08,17.583333333333332,35.6595628740596,58.16848012086871,37.152427599326,131.75,93.125,121.375,250.95833333333331,222.58333333333331,204.75,195.29166666666663,62.125,24.79166666666667,92.91666666666669,94.543119542445,105.36906558224166,121.096118790906,131.75,93.125,121.375,250.95833333333331,222.58333333333331,204.75,195.29166666666663,62.125,24.79166666666667,92.91666666666669
