,wind_dir,year,month,season,pm25,dew_point,humidity,pressure,temp,wind_speed,precipitation,cum_precipitation
2010-01-24,NW,2010,1,4,41.89705882352941,-17.25,39.833333333333336,1021.4166666666666,-3.4166666666666665,31.695833333333336,0.0,0.0
2010-01-25,NW,2010,1,4,65.19117647058825,-21.875,22.625,1032.5,-3.0416666666666665,146.20208333333332,0.0,0.0
2010-01-26,cv,2010,1,4,147.9142156862745,-15.375,48.916666666666664,1024.7083333333333,-5.666666666666667,3.146666666666668,0.0,0.0
2010-01-27,NW,2010,1,4,110.70833333333333,-11.708333333333334,40.125,1016.2083333333334,1.125,24.707083333333333,0.0,0.0
2010-01-28,NW,2010,1,4,21.125,-19.125,25.625,1026.1666666666667,-1.2083333333333333,41.2725,0.0,0.0
2010-01-29,NW,2010,1,4,25.625,-21.625,19.083333333333332,1022.8333333333334,0.625,44.32833333333334,0.0,0.0
2010-01-30,NW,2010,1,4,45.291666666666664,-18.708333333333332,22.458333333333332,1019.5416666666666,1.9583333333333333,40.01583333333333,0.0,0.0
2010-01-31,NW,2010,1,4,38.416666666666664,-15.791666666666666,28.958333333333332,1024.2083333333333,1.3333333333333333,62.510416666666664,0.0,0.0
2010-02-01,SE,2010,2,4,64.66666666666667,-10.083333333333334,58.5,1026.75,-2.875,13.037916666666666,0.0,0.0
2010-02-02,NE,2010,2,4,65.91666666666667,-16.291666666666668,49.208333333333336,1028.2916666666667,-5.416666666666667,5.959583333333334,0.0,0.0
2010-02-03,NW,2010,2,4,78.95833333333333,-19.958333333333332,34.75,1028.5,-5.166666666666667,14.917499999999999,0.0,0.0
2010-02-04,NW,2010,2,4,56.208333333333336,-20.5,31.541666666666668,1026.7916666666667,-5.041666666666667,5.606249999999999,0.0,0.0
2010-02-05,SE,2010,2,4,78.58333333333333,-14.333333333333334,45.583333333333336,1029.8333333333333,-4.083333333333333,4.7316666666666665,0.0,0.0
2010-02-06,SE,2010,2,4,76.66666666666667,-10.458333333333334,66.54166666666667,1030.5416666666667,-5.0,22.818749999999998,0.0,0.0
2010-02-07,cv,2010,2,4,113.91666666666667,-6.5,84.41666666666667,1022.6666666666666,-4.333333333333333,5.770833333333331,0.0,0.0
2010-02-08,cv,2010,2,4,180.95833333333334,-5.25,76.70833333333333,1019.2083333333334,-1.5416666666666667,3.257916666666667,0.0,0.0
2010-02-09,cv,2010,2,4,147.625,-9.833333333333334,54.75,1023.7916666666666,0.041666666666666664,3.2954166666666667,0.0,0.0
2010-02-10,NE,2010,2,4,12.208333333333334,-22.291666666666668,18.583333333333332,1030.9583333333333,-1.5833333333333333,40.35833333333333,0.0,0.0
2010-02-11,NE,2010,2,4,14.583333333333334,-22.125,22.125,1035.7083333333333,-3.6666666666666665,27.060416666666644,0.0,0.0
2010-02-12,NE,2010,2,4,26.875,-21.541666666666668,27.166666666666668,1034.9166666666667,-5.208333333333333,6.852916666666663,0.0,0.0
2010-02-13,NW,2010,2,4,88.20833333333333,-17.833333333333332,37.583333333333336,1028.7916666666667,-4.583333333333333,8.95833333333333,0.0,0.0
2010-02-14,NW,2010,2,4,119.22916666666667,-20.0,30.0,1032.5416666666667,-4.208333333333333,9.107916666666666,0.0,0.0
2010-02-15,NW,2010,2,4,34.208333333333336,-22.291666666666668,26.916666666666668,1035.125,-5.541666666666667,5.97708333333333,0.0,0.0
2010-02-16,NW,2010,2,4,96.125,-16.958333333333332,42.625,1030.2083333333333,-5.375,7.502499999999999,0.0,0.0
2010-02-17,NW,2010,2,4,60.75,-19.083333333333332,30.291666666666668,1026.25,-2.2916666666666665,43.657500000000006,0.0,0.0
2010-02-18,cv,2010,2,4,84.20833333333333,-19.0,30.125,1023.7083333333334,-2.0416666666666665,4.61625,0.0,0.0
2010-02-19,cv,2010,2,4,114.875,-15.583333333333334,35.125,1016.625,0.08333333333333333,3.7375000000000007,0.0,0.0
2010-02-20,SE,2010,2,4,180.83333333333334,-10.291666666666666,45.333333333333336,1012.7083333333334,0.875,3.64875,0.0,0.0
2010-02-21,NW,2010,2,4,121.29166666666667,-9.708333333333334,43.958333333333336,1013.2916666666666,4.208333333333333,14.585416666666669,0.0,0.0
2010-02-22,SE,2010,2,4,91.83333333333333,-7.791666666666667,56.833333333333336,1018.5833333333334,0.08333333333333333,20.10125,0.0,0.0
2010-02-23,cv,2010,2,4,174.54166666666666,-6.541666666666667,63.666666666666664,1007.3333333333334,0.08333333333333333,1.6554166666666668,0.0,0.0
2010-02-24,NW,2010,2,4,272.75,-2.5,62.291666666666664,1004.2083333333334,4.375,9.554999999999998,0.0,0.0
2010-02-25,SE,2010,2,4,164.95833333333334,-1.3333333333333333,70.08333333333333,1015.625,3.9166666666666665,21.903333333333332,0.0,0.0
2010-02-26,SE,2010,2,4,69.29166666666667,-6.791666666666667,53.125,1020.875,1.8333333333333333,35.403749999999995,0.0,0.0
2010-02-27,SE,2010,2,4,80.08333333333333,-6.375,69.91666666666667,1019.5,-1.25,18.317083333333333,0.020833333333333332,0.5
2010-02-28,NW,2010,2,4,81.20833333333333,-7.125,66.29166666666667,1022.4166666666666,-0.125,14.675416666666665,0.19583333333333333,4.7
2010-03-01,SE,2010,3,1,59.25,-5.041666666666667,82.79166666666667,1022.8333333333334,-2.5416666666666665,42.01250000000001,0.016666666666666666,5.1
2010-03-02,NW,2010,3,1,90.41666666666667,-8.458333333333334,54.375,1021.1666666666666,1.625,23.54875,0.0,0.0
2010-03-03,SE,2010,3,1,157.41666666666666,-6.208333333333333,55.875,1022.875,1.6666666666666667,7.114583333333332,0.0,0.0
2010-03-04,SE,2010,3,1,192.33333333333334,-3.4583333333333335,65.58333333333333,1015.5,2.4166666666666665,7.937083333333333,0.0,0.0
2010-03-05,NW,2010,3,1,21.791666666666668,-20.333333333333332,21.458333333333332,1026.9583333333333,0.5416666666666666,50.30583333333334,0.0,0.0
2010-03-06,NE,2010,3,1,51.833333333333336,-17.333333333333332,32.375,1033.6666666666667,-2.0,31.553333333333327,0.0,0.0
2010-03-07,SE,2010,3,1,87.83333333333333,-10.25,55.791666666666664,1035.25,-2.4583333333333335,11.643333333333333,0.0,0.0
2010-03-08,SE,2010,3,1,45.375,-6.875,77.125,1039.5,-3.3333333333333335,14.107500000000002,0.15416666666666665,3.5
2010-03-09,NW,2010,3,1,19.708333333333332,-17.958333333333332,32.5,1035.375,-3.375,97.55083333333333,0.0,0.0
2010-03-10,SE,2010,3,1,61.875,-13.708333333333334,38.208333333333336,1021.375,0.75,11.470416666666667,0.0,0.0
2010-03-11,cv,2010,3,1,176.29166666666666,-7.791666666666667,50.333333333333336,1009.4166666666666,2.2083333333333335,4.487500000000001,0.0,0.0
2010-03-12,NW,2010,3,1,43.625,-14.291666666666666,24.541666666666668,1017.4166666666666,5.541666666666667,26.338333333333324,0.0,0.0
2010-03-13,SE,2010,3,1,60.375,-9.75,40.375,1026.375,2.875,21.707916666666666,0.0,0.0
2010-03-14,NW,2010,3,1,86.625,-3.5416666666666665,80.625,1020.9166666666666,0.25,10.339999999999998,0.4208333333333334,10.1
2010-03-15,NW,2010,3,1,62.75,-9.75,44.541666666666664,1023.2083333333334,1.5833333333333333,61.102916666666665,0.0,0.0
2010-03-16,NW,2010,3,1,64.875,-10.791666666666666,46.791666666666664,1023.2083333333334,0.5,4.0424999999999995,0.0,0.0
2010-03-17,NE,2010,3,1,40.583333333333336,-12.833333333333334,32.458333333333336,1026.3333333333333,3.0,16.018333333333334,0.0,0.0
2010-03-18,SE,2010,3,1,164.75,-3.2916666666666665,74.91666666666667,1020.0416666666666,0.5833333333333334,4.840833333333333,0.0,0.0
2010-03-19,cv,2010,3,1,226.0,1.7916666666666667,83.41666666666667,1003.5,4.375,3.0316666666666676,0.0,0.0
2010-03-20,NW,2010,3,1,197.33333333333334,-6.916666666666667,43.541666666666664,1008.375,6.958333333333333,83.04875,0.0,0.0
2010-03-21,SE,2010,3,1,70.54166666666667,-8.041666666666666,37.416666666666664,1013.75,7.458333333333333,18.904999999999998,0.0,0.0
2010-03-22,NW,2010,3,1,154.75,-8.0,34.416666666666664,1014.0416666666666,8.625,35.65958333333334,0.0,0.0
2010-03-23,SE,2010,3,1,53.875,-7.75,34.25,1020.9583333333334,7.625,28.826249999999998,0.0,0.0
2010-03-24,SE,2010,3,1,61.916666666666664,-6.541666666666667,43.25,1022.3333333333334,6.75,20.000416666666663,0.18333333333333332,4.4
2010-03-25,NW,2010,3,1,31.041666666666668,-11.0,40.166666666666664,1026.0416666666667,4.375,13.761666666666668,0.0,0.0
2010-03-26,SE,2010,3,1,69.5,-10.75,33.208333333333336,1019.0416666666666,6.5,9.479583333333332,0.0,0.0
2010-03-27,SE,2010,3,1,69.625,-8.541666666666666,35.916666666666664,1025.25,5.875,16.48458333333333,0.0,0.0
2010-03-28,SE,2010,3,1,73.91666666666667,-7.166666666666667,42.166666666666664,1026.4583333333333,6.541666666666667,14.474583333333335,0.0,0.0
2010-03-29,SE,2010,3,1,221.875,-0.20833333333333334,60.041666666666664,1023.4583333333334,7.541666666666667,11.344166666666665,0.029166666666666664,0.7
2010-03-30,SE,2010,3,1,209.4027777777778,6.5,87.16666666666667,1017.125,8.5,9.686666666666664,0.1625,3.0
2010-03-31,cv,2010,3,1,136.40972222222226,1.6666666666666667,59.458333333333336,1014.4166666666666,11.125,10.892916666666666,0.0,0.0
2010-04-01,NW,2010,4,1,27.875,-16.666666666666668,15.291666666666666,1020.125,8.666666666666666,123.8975,0.0,0.0
2010-04-02,NW,2010,4,1,31.625,-15.25,22.541666666666668,1020.375,6.541666666666667,38.605,0.0,0.0
2010-04-03,SE,2010,4,1,106.875,-7.416666666666667,35.166666666666664,1016.9166666666666,7.916666666666667,21.941666666666666,0.0,0.0
2010-04-04,SE,2010,4,1,124.125,-4.791666666666667,33.5,1009.625,13.833333333333334,7.189583333333334,0.0,0.0
2010-04-05,SE,2010,4,1,128.04166666666666,1.7083333333333333,54.666666666666664,1014.0,10.916666666666666,10.468749999999998,0.075,1.8
2010-04-06,NW,2010,4,1,21.291666666666668,-12.291666666666666,22.041666666666668,1025.3333333333333,10.5,17.059166666666666,0.0,0.0
2010-04-07,SE,2010,4,1,94.75,-5.916666666666667,31.166666666666668,1020.0416666666666,11.916666666666666,26.169999999999998,0.0,0.0
2010-04-08,SE,2010,4,1,108.20833333333333,0.875,39.916666666666664,1008.25,14.583333333333334,109.4975,0.0,0.0
2010-04-09,NE,2010,4,1,83.45833333333333,2.25,54.833333333333336,1011.4583333333334,11.166666666666666,19.203749999999996,0.0,0.0
2010-04-10,SE,2010,4,1,34.041666666666664,-8.416666666666666,29.458333333333332,1017.625,10.583333333333334,17.637083333333337,0.0,0.0
2010-04-11,SE,2010,4,1,70.75,0.25,65.875,1017.0,6.25,49.27666666666665,0.04583333333333333,1.1
2010-04-12,NW,2010,4,1,44.5,-6.208333333333333,45.5,1018.0,7.083333333333333,60.05666666666667,0.004166666666666667,0.1
2010-04-13,NW,2010,4,1,23.958333333333332,-16.708333333333332,18.75,1026.7916666666667,6.375,174.66083333333333,0.0,0.0
2010-04-14,SE,2010,4,1,55.916666666666664,-9.75,32.791666666666664,1026.3333333333333,7.166666666666667,8.605833333333333,0.0,0.0
2010-04-15,SE,2010,4,1,177.58333333333334,0.7083333333333334,68.33333333333333,1020.5833333333334,6.083333333333333,51.53916666666667,0.0,0.0
2010-04-16,SE,2010,4,1,205.0,2.75,68.45833333333333,1018.1666666666666,8.583333333333334,16.404583333333335,0.0,0.0
2010-04-17,SE,2010,4,1,152.375,3.375,69.91666666666667,1021.4166666666666,8.583333333333334,72.46874999999999,0.0,0.0
2010-04-18,SE,2010,4,1,240.25,6.458333333333333,64.375,1012.9166666666666,13.541666666666666,3.204166666666667,0.0,0.0
2010-04-19,SE,2010,4,1,199.5,7.958333333333333,66.41666666666667,1014.2083333333334,14.208333333333334,16.446250000000003,0.016666666666666666,0.4
2010-04-20,SE,2010,4,1,80.25,4.0,56.583333333333336,1019.0833333333334,13.875,7.431250000000001,0.0,0.0
2010-04-21,NW,2010,4,1,39.0,2.2083333333333335,51.375,1022.2083333333334,12.041666666666666,14.711666666666671,0.008333333333333333,0.2
2010-04-22,NW,2010,4,1,39.541666666666664,5.333333333333333,75.75,1020.9583333333334,9.458333333333334,13.338333333333331,0.18333333333333332,3.9
2010-04-23,NW,2010,4,1,33.5,-4.041666666666667,42.083333333333336,1020.3333333333334,13.208333333333334,10.785416666666665,0.0,0.0
2010-04-24,SE,2010,4,1,88.75,1.3333333333333333,35.958333333333336,1016.3333333333334,16.791666666666668,36.40500000000001,0.0,0.0
2010-04-25,SE,2010,4,1,83.83333333333333,6.541666666666667,63.604166666666664,1014.5833333333334,13.833333333333334,83.17208333333335,0.49583333333333335,11.9
2010-04-26,NW,2010,4,1,13.5,-5.458333333333333,37.625,1013.5416666666666,8.875,24.72041666666667,0.0,0.0
2010-04-27,NW,2010,4,1,25.125,-10.708333333333334,23.708333333333332,1009.2916666666666,8.708333333333334,138.90458333333336,0.0,0.0
2010-04-28,NW,2010,4,1,16.125,-9.583333333333334,23.708333333333332,1012.5833333333334,10.5,319.02708333333334,0.0,0.0
2010-04-29,NW,2010,4,1,19.041666666666668,-6.75,24.25,1013.2083333333334,14.041666666666666,90.69041666666668,0.0,0.0
2010-04-30,NW,2010,4,1,29.041666666666668,-5.708333333333333,20.083333333333332,1013.7916666666666,18.375,164.90583333333333,0.0,0.0
2010-05-01,SE,2010,5,1,69.91666666666667,-0.08333333333333333,29.791666666666668,1006.0833333333334,20.833333333333332,17.110416666666666,0.0,0.0
2010-05-02,NW,2010,5,1,76.41666666666667,0.375,27.416666666666668,1002.25,23.875,19.75958333333333,0.0,0.0
2010-05-03,cv,2010,5,1,113.29166666666667,3.25,33.75,1007.4583333333334,19.666666666666668,4.599166666666667,0.0,0.0
2010-05-04,SE,2010,5,1,139.25,11.625,61.75,1002.5416666666666,19.666666666666668,12.328333333333333,0.5791666666666667,13.9
2010-05-05,SE,2010,5,1,119.25,9.708333333333334,62.0,998.25,18.833333333333332,66.08333333333333,0.20416666666666664,4.8
2010-05-06,NW,2010,5,1,20.291666666666668,0.25,27.125,1006.0,20.625,54.32083333333332,0.0,0.0
2010-05-07,NW,2010,5,1,96.5,2.4166666666666665,30.916666666666668,1003.3333333333334,21.666666666666668,38.77625,0.0,0.0
2010-05-08,SE,2010,5,1,132.0,6.5,44.25,1006.7916666666666,19.541666666666668,17.47125,0.08333333333333333,2.0
2010-05-09,NW,2010,5,1,79.58333333333333,0.6666666666666666,37.666666666666664,1007.0833333333334,17.291666666666668,33.40166666666666,0.041666666666666664,3.0
2010-05-10,NW,2010,5,1,42.375,-0.4583333333333333,35.708333333333336,1005.9583333333334,16.833333333333332,49.94708333333333,0.0,0.0
2010-05-11,NW,2010,5,1,17.666666666666668,2.0,34.666666666666664,1014.7083333333334,17.958333333333332,60.121250000000025,0.0,0.0
2010-05-12,SE,2010,5,1,43.791666666666664,5.958333333333333,48.708333333333336,1017.875,17.416666666666668,13.749166666666667,0.0,0.0
2010-05-13,SE,2010,5,1,67.66666666666667,6.125,45.458333333333336,1017.5,18.708333333333332,13.390833333333333,0.0,0.0
2010-05-14,SE,2010,5,1,142.75,9.291666666666666,57.125,1015.0,18.0,9.482499999999998,0.0,0.0
2010-05-15,NW,2010,5,1,177.08333333333334,12.25,59.166666666666664,1012.5833333333334,21.458333333333332,8.511249999999999,0.0,0.0
2010-05-16,SE,2010,5,1,107.625,12.375,67.375,1014.0,18.708333333333332,63.309583333333336,0.075,1.8
2010-05-17,SE,2010,5,1,70.83333333333333,13.291666666666666,81.70833333333333,1009.7083333333334,16.458333333333332,14.101666666666665,0.004166666666666667,0.1
2010-05-18,NW,2010,5,1,50.083333333333336,10.25,65.16666666666667,1002.0416666666666,17.541666666666668,19.48125,0.5416666666666667,6.7
2010-05-19,NW,2010,5,1,34.416666666666664,3.75,36.583333333333336,999.7916666666666,24.083333333333332,13.74375,0.0,0.0
2010-05-20,SE,2010,5,1,65.41666666666667,4.875,33.083333333333336,1004.7083333333334,25.416666666666668,13.891666666666667,0.0,0.0
2010-05-21,SE,2010,5,1,113.875,10.875,46.458333333333336,1007.0833333333334,23.375,19.444999999999997,0.0,0.0
2010-05-22,SE,2010,5,1,148.0,11.5,52.708333333333336,1005.7083333333334,22.416666666666668,7.576666666666667,0.0,0.0
2010-05-23,SE,2010,5,1,123.20833333333333,9.958333333333334,47.625,1000.5416666666666,24.166666666666668,7.597916666666666,0.0,0.0
2010-05-24,NW,2010,5,1,42.458333333333336,7.333333333333333,38.458333333333336,1003.2083333333334,23.416666666666668,24.271666666666665,0.0,0.0
2010-05-25,NW,2010,5,1,34.333333333333336,3.9583333333333335,25.916666666666668,1010.375,24.875,8.234583333333331,0.0,0.0
2010-05-26,SE,2010,5,1,83.70833333333333,11.0,41.916666666666664,1012.8333333333334,25.166666666666668,22.11125,0.0,0.0
2010-05-27,NW,2010,5,1,85.35416666666667,14.541666666666666,67.95833333333333,1014.9583333333334,20.833333333333332,3.7433333333333354,0.09166666666666666,2.2
2010-05-28,SE,2010,5,1,134.41666666666666,16.166666666666668,83.375,1009.7083333333334,19.125,4.023333333333334,0.4666666666666664,10.7
2010-05-29,cv,2010,5,1,137.58333333333334,13.041666666666666,61.833333333333336,1004.875,22.791666666666668,6.329166666666665,0.0,0.0
2010-05-30,NW,2010,5,1,41.291666666666664,11.125,47.958333333333336,1007.1666666666666,23.208333333333332,9.515833333333333,0.0,0.0
2010-05-31,SE,2010,5,1,89.08333333333333,13.291666666666666,60.583333333333336,1014.6666666666666,21.833333333333332,7.5633333333333335,0.008333333333333333,0.2
2010-06-01,SE,2010,6,2,105.73333333333333,14.416666666666666,67.25,1015.2083333333334,20.875,4.89625,0.12083333333333333,2.9
2010-06-02,SE,2010,6,2,97.64166666666667,14.75,71.91666666666667,1016.0,20.166666666666668,3.2962500000000006,0.25833333333333325,6.0
2010-06-03,SE,2010,6,2,110.83333333333333,13.041666666666666,60.291666666666664,1017.3333333333334,21.75,8.21,0.0,0.0
2010-06-04,SE,2010,6,2,81.7705479452055,11.833333333333334,53.916666666666664,1015.2916666666666,22.666666666666668,13.441666666666663,0.0,0.0
2010-06-05,SE,2010,6,2,102.19863013698631,12.333333333333334,51.25,1012.0416666666666,23.708333333333332,12.120833333333335,0.0,0.0
2010-06-06,SE,2010,6,2,126.85616438356165,12.625,48.583333333333336,1011.125,24.833333333333332,16.62875,0.0,0.0
2010-06-07,SE,2010,6,2,137.5079908675799,15.208333333333334,55.875,1012.5416666666666,25.333333333333332,22.276666666666667,0.0,0.0
2010-06-08,SE,2010,6,2,157.93530701754386,12.708333333333334,46.291666666666664,1013.75,25.75,13.413333333333334,0.0,0.0
2010-06-09,SE,2010,6,2,80.46052631578948,12.083333333333334,44.625,1013.8333333333334,25.5,7.094166666666666,0.0,0.0
2010-06-10,SE,2010,6,2,51.791666666666664,14.625,66.66666666666667,1013.3333333333334,21.125,12.611666666666665,0.08333333333333333,1.8
2010-06-11,SE,2010,6,2,87.375,15.458333333333334,69.75,1011.5416666666666,21.375,6.78125,0.0,0.0
2010-06-12,SE,2010,6,2,106.5,16.291666666666668,61.541666666666664,1007.7083333333334,24.5,7.152083333333333,0.004166666666666667,0.1
2010-06-13,SE,2010,6,2,117.79166666666667,17.708333333333332,70.875,1005.2083333333334,23.416666666666668,23.972916666666663,0.45,10.8
2010-06-14,SE,2010,6,2,87.58333333333333,18.083333333333332,71.29166666666667,1003.7083333333334,24.0,9.459999999999999,0.0,0.0
2010-06-15,cv,2010,6,2,144.45833333333334,18.791666666666668,64.75,1001.0416666666666,26.666666666666668,3.22125,0.012499999999999999,0.3
2010-06-16,SE,2010,6,2,90.91666666666667,18.708333333333332,67.79166666666667,1000.375,25.333333333333332,6.034583333333333,0.19583333333333333,4.7
2010-06-17,NW,2010,6,2,37.0,17.458333333333332,86.45833333333333,1002.0833333333334,19.708333333333332,3.724166666666667,0.3125,7.5
2010-06-18,cv,2010,6,2,68.29166666666667,17.041666666666668,75.08333333333333,1003.375,21.791666666666668,5.735833333333332,0.0,0.0
2010-06-19,cv,2010,6,2,100.125,18.083333333333332,70.04166666666667,1004.3333333333334,24.416666666666668,5.624166666666665,0.0,0.0
2010-06-20,NW,2010,6,2,74.5,16.041666666666668,53.25,1006.9166666666666,27.916666666666668,11.457083333333335,0.0,0.0
2010-06-21,SE,2010,6,2,76.83333333333333,15.375,54.333333333333336,1003.7083333333334,25.666666666666668,6.090000000000001,0.0,0.0
2010-06-22,SE,2010,6,2,133.29166666666666,17.041666666666668,56.083333333333336,1004.75,26.75,19.649583333333332,0.0,0.0
2010-06-23,SE,2010,6,2,87.29166666666667,10.958333333333334,40.416666666666664,1009.4583333333334,25.958333333333332,9.790416666666667,0.0,0.0
2010-06-24,SE,2010,6,2,79.33333333333333,13.041666666666666,47.041666666666664,1008.0,26.083333333333332,9.79875,0.0,0.0
2010-06-25,SE,2010,6,2,166.58333333333334,15.708333333333334,54.916666666666664,1008.0,25.916666666666668,8.94125,0.0,0.0
2010-06-26,SE,2010,6,2,169.33333333333334,16.583333333333332,57.583333333333336,1006.4583333333334,26.166666666666668,8.380833333333333,0.0,0.0
2010-06-27,SE,2010,6,2,118.75,15.625,54.541666666666664,1003.9583333333334,25.75,10.972916666666663,0.04583333333333334,1.1
2010-06-28,SE,2010,6,2,156.95833333333334,18.958333333333332,64.95833333333333,1001.7916666666666,26.416666666666668,12.792916666666668,0.0,0.0
2010-06-29,SE,2010,6,2,188.20833333333334,19.541666666666668,64.08333333333333,1002.9166666666666,27.25,13.892916666666663,0.0,0.0
2010-06-30,SE,2010,6,2,178.375,20.041666666666668,68.5,1002.6666666666666,26.25,7.805833333333332,0.0,0.0
2010-07-01,SE,2010,7,2,119.375,21.166666666666668,84.54166666666667,1000.375,23.875,5.384166666666666,0.2041666666666667,4.9
2010-07-02,cv,2010,7,2,27.041666666666668,16.916666666666668,55.083333333333336,999.5833333333334,28.583333333333332,11.41708333333333,0.0,0.0
2010-07-03,SE,2010,7,2,70.83333333333333,19.125,53.833333333333336,999.7916666666666,30.5,9.049583333333333,0.0,0.0
2010-07-04,SE,2010,7,2,92.875,19.125,51.875,999.625,30.958333333333332,9.313333333333334,0.0,0.0
2010-07-05,NW,2010,7,2,46.291666666666664,12.291666666666666,37.791666666666664,999.625,32.375,14.957916666666668,0.0,0.0
2010-07-06,SE,2010,7,2,24.958333333333332,9.666666666666666,26.708333333333332,1000.2083333333334,32.875,13.762500000000001,0.0,0.0
2010-07-07,SE,2010,7,2,57.125,16.125,50.125,1004.25,27.333333333333332,9.423749999999998,0.0,0.0
2010-07-08,SE,2010,7,2,46.333333333333336,14.625,43.25,1005.625,29.916666666666668,8.997916666666667,0.0,0.0
2010-07-09,SE,2010,7,2,84.58333333333333,18.25,65.25,1006.25,25.5,12.385833333333329,1.5291666666666668,36.7
2010-07-10,SE,2010,7,2,82.79166666666667,19.791666666666668,88.875,1005.5416666666666,21.666666666666668,12.7275,0.5416666666666667,45.1
2010-07-11,SE,2010,7,2,167.54166666666666,20.416666666666668,85.70833333333333,1004.5416666666666,22.875,23.104583333333327,0.09999999999999999,1.9
2010-07-12,cv,2010,7,2,122.0,20.416666666666668,85.79166666666667,1006.2916666666666,22.875,2.570416666666666,0.041666666666666664,0.6
2010-07-13,NW,2010,7,2,103.45833333333333,20.875,80.25,1009.4166666666666,24.458333333333332,7.860833333333333,0.008333333333333333,0.2
2010-07-14,SE,2010,7,2,131.20833333333334,21.708333333333332,80.875,1009.8333333333334,25.208333333333332,3.724166666666667,0.008333333333333333,0.2
2010-07-15,SE,2010,7,2,197.79166666666666,21.833333333333332,86.75,1006.3333333333334,24.083333333333332,4.601249999999999,0.2333333333333333,5.6
2010-07-16,SE,2010,7,2,195.95833333333334,22.583333333333332,78.66666666666667,1004.3333333333334,26.75,8.736666666666666,0.0375,0.9
2010-07-17,SE,2010,7,2,120.70833333333333,22.166666666666668,71.79166666666667,1005.9166666666666,27.875,8.998333333333333,0.0,0.0
2010-07-18,SE,2010,7,2,153.04166666666666,22.583333333333332,72.04166666666667,1005.6666666666666,28.25,18.12333333333333,0.029166666666666664,0.6
2010-07-19,SE,2010,7,2,164.33333333333334,22.25,83.04166666666667,1006.3333333333334,25.25,35.432916666666664,0.16666666666666666,4.0
2010-07-20,NW,2010,7,2,42.5,19.833333333333332,70.16666666666667,1003.4583333333334,25.958333333333332,15.047083333333331,0.0375,4.8
2010-07-21,SE,2010,7,2,71.66666666666667,21.625,73.41666666666667,1006.2083333333334,27.041666666666668,13.908333333333326,0.0,0.0
